,director_name,num_critic_for_reviews,duration,director_facebook_likes,actor_3_facebook_likes,actor_2_name,actor_1_facebook_likes,gross,actor_1_name,movie_title,num_voted_users,cast_total_facebook_likes,actor_3_name,facenumber_in_poster,plot_keywords,num_user_for_reviews,country,content_rating,budget,title_year,actor_2_facebook_likes,imdb_score,movie_facebook_likes,profit,return_on_investment_perc
3874,Jonathan Glazer,149.0,89.0,143.0,100.0,James Fox,1000.0,6940281.0,Ray Winstone,Sexy Beast ,43135.0,1291.0,Amanda Redman,6.0,boulder|gangster|one last job|spain|villa,346.0,UK,R,0.0,2000.0,146.0,7.3,0.0,6940281.0,inf
3875,Daniel Espinosa,90.0,124.0,79.0,93.0,Fares Fares,309.0,188870.0,Fabian Bolin,Easy Money ,13443.0,857.0,Matias Varela,1.0,double life|drugs|financial crisis|first part|serbian,25.0,Others,R,0.0,2010.0,254.0,6.7,0.0,188870.0,inf
3876,Niki Caro,149.0,101.0,51.0,8.0,Rawiri Paratene,446.0,20772796.0,Keisha Castle-Hughes,Whale Rider ,34232.0,497.0,Tammy Davis,1.0,girl|maori|new zealand|tradition|whale,346.0,Others,PG-13,6000000.0,2002.0,20.0,7.6,0.0,14772796.0,246.21326666666667
3877,R. Balki,12.0,133.0,12.0,106.0,Abhishek Bachchan,464.0,199228.0,Vidya Balan,Paa ,7295.0,1045.0,Paresh Rawal,0.0,adult actor playing minor|politician|progeria|reference to spiderman|school,49.0,Others,R,150000000.0,2009.0,374.0,7.2,504.0,-149800772.0,-99.86718133333333
3878,Ivan Engler,64.0,112.0,0.0,7.0,Claude-Oliver Rudolph,29.0,0.0,Yangzom Brauen,Cargo ,15780.0,61.0,Anna Katharina Schwabroh,0.0,23rd century|lucid dream|outer space|space travel|trapped in space,62.0,Others,R,4500000.0,2009.0,9.0,6.2,2000.0,-4500000.0,-100.0
3879,Joe Wright,256.0,111.0,456.0,394.0,Cara Delevingne,20000.0,34964818.0,Hugh Jackman,Pan ,39975.0,21404.0,Nonso Anozie,4.0,1940s|child hero|fantasy world|orphan|reference to peter pan,186.0,USA,PG,150000000.0,2015.0,559.0,5.8,24000.0,-115035182.0,-76.69012133333334
3880,Kenny Ortega,57.0,98.0,197.0,578.0,Corbin Bleu,755.0,0.0,Lucas Grabeel,High School Musical ,59254.0,2553.0,Olesya Rulin,0.0,audition|basketball|high school|singing|teenager,726.0,USA,G,4200000.0,2006.0,632.0,5.2,0.0,-4200000.0,-100.0
3882,Richard Kwietniowski,50.0,93.0,23.0,130.0,Maury Chaykin,471.0,2542264.0,Jason Priestley,Love and Death on Long Island ,3407.0,938.0,Danny Webb,1.0,actor|love|obsession|obsessive love|star,48.0,UK,PG-13,0.0,1997.0,232.0,7.1,61.0,2542264.0,inf
3883,Timur Bekmambetov,232.0,104.0,335.0,16.0,Aleksey Chadov,114.0,1487477.0,Konstantin Khabenskiy,Night Watch ,47097.0,206.0,Zhanna Friske,0.0,battle|bridge|mother son relationship|supernatural power|vampire,310.0,Others,R,4200000.0,2004.0,28.0,6.5,0.0,-2712523.0,-64.58388095238095
3884,Neil Jordan,63.0,112.0,277.0,327.0,Miranda Richardson,1000.0,62549000.0,Jim Broadbent,The Crying Game ,41361.0,2412.0,Stephen Rea,0.0,androgynous|full frontal male nudity|irish republican army|psychological drama|tragic love,148.0,UK,R,2300000.0,1992.0,530.0,7.3,0.0,60249000.0,2619.5217391304345
3885,Bob Clark,75.0,94.0,84.0,95.0,Susan Clark,110.0,105500000.0,Art Hindle,Porky's ,31260.0,582.0,Tony Ganios,0.0,female full frontal nudity|revenge|school|sheriff|virginity,152.0,Others,R,4000000.0,1981.0,95.0,6.2,0.0,101500000.0,2537.5
3886,George A. Romero,274.0,90.0,0.0,231.0,Shawn Roberts,648.0,101055.0,Julian Richings,Survival of the Dead ,17478.0,1951.0,Kathleen Munroe,0.0,delaware|feud|island|undead|zombie,159.0,USA,R,4000000.0,2009.0,529.0,5.0,0.0,-3898945.0,-97.473625
3887,George A. Romero,284.0,96.0,0.0,56.0,Duane Jones,125.0,0.0,Judith O'Dea,Night of the Living Dead ,87978.0,403.0,S. William Hinzman,5.0,cemetery|farmhouse|radiation|running out of gas|zombie,580.0,USA,R,114000.0,1968.0,108.0,8.0,0.0,-114000.0,-100.0
3888,Sofia Coppola,265.0,101.0,0.0,11.0,Bill Murray,19000.0,44566004.0,Scarlett Johansson,Lost in Translation ,321283.0,32015.0,Catherine Lambert,0.0,fish out of water|japanese|loneliness|older man younger woman relationship|unlikely friendship,1848.0,USA,R,4000000.0,2003.0,13000.0,7.8,17000.0,40566004.0,1014.1501
3889,Woody Allen,154.0,93.0,11000.0,629.0,Carol Kane,11000.0,39200000.0,Woody Allen,Annie Hall ,192940.0,12691.0,Shelley Duvall,0.0,breaking the fourth wall|comedian|jewish|neurosis|singer,491.0,USA,PG,4000000.0,1977.0,636.0,8.1,0.0,35200000.0,880.0000000000001
3890,Cecil B. DeMille,44.0,152.0,309.0,132.0,Dorothy Lamour,232.0,36000000.0,Gloria Grahame,The Greatest Show on Earth ,9456.0,825.0,Cornel Wilde,0.0,circus|clown|elephant trainer|trapeze|trapeze artist,107.0,USA,R,4000000.0,1952.0,178.0,6.7,625.0,32000000.0,800.0
3891,Ridley Scott,314.0,150.0,0.0,748.0,María Valverde,23000.0,65007045.0,Christian Bale,Exodus: Gods and Kings ,128694.0,26489.0,Ben Mendelsohn,0.0,egypt|exodus|moses|pharaoh|plague,657.0,UK,PG-13,140000000.0,2014.0,892.0,6.1,51000.0,-74992955.0,-53.56639642857143
3892,Marc Forster,153.0,112.0,395.0,80.0,Peter Boyle,13000.0,31252964.0,Heath Ledger,Monster's Ball ,71495.0,13707.0,Marcus Lyle Brown,1.0,cunnilingus|female frontal nudity|female nudity|interracial sex|rear entry sex,522.0,USA,R,4000000.0,2001.0,595.0,7.1,0.0,27252964.0,681.3240999999999
3893,Henry Hobson,256.0,95.0,9.0,428.0,J.D. Evermore,584.0,131175.0,Joely Richardson,Maggie ,30219.0,1885.0,David A Cole,2.0,father daughter relationship|playing against type|post apocalypse|protective father|zombie apocalypse,200.0,USA,PG-13,8500000.0,2015.0,430.0,5.6,22000.0,-8368825.0,-98.45676470588235
3894,Mike Figgis,123.0,111.0,81.0,687.0,Valeria Golino,12000.0,31968347.0,Nicolas Cage,Leaving Las Vegas ,93894.0,14823.0,Julian Sands,0.0,alcoholic|bar|love|prostitute|sex,286.0,USA,R,3600000.0,1995.0,898.0,7.6,0.0,28368347.0,788.009638888889
3895,Duane Journey,46.0,86.0,2.0,555.0,Lara Flynn Boyle,707.0,0.0,Molly C. Quinn,Hansel & Gretel Get Baked ,2806.0,2634.0,Lochlyn Munro,0.0,hansel and gretel|lesbian kiss|marijuana|witch|witchcraft,11.0,USA,R,4500000.0,2013.0,619.0,4.3,0.0,-4500000.0,-100.0
3896,Dan O'Bannon,203.0,108.0,228.0,358.0,Clu Gulager,431.0,0.0,Linnea Quigley,The Return of the Living Dead ,39857.0,2020.0,Beverly Randolph,0.0,crematorium|female frontal nudity|naked dead woman|paramedic|poison gas,300.0,USA,R,4000000.0,1985.0,426.0,7.3,0.0,-4000000.0,-100.0
3897,Billy Wilder,34.0,105.0,0.0,116.0,Harold Gould,597.0,0.0,Austin Pendleton,The Front Page ,9007.0,1218.0,David Wayne,2.0,1920s|communist|escape from jail|newspaper|reporter,50.0,USA,PG,4000000.0,1974.0,222.0,7.3,661.0,-4000000.0,-100.0
3898,Rob Cohen,149.0,91.0,357.0,326.0,Hill Harper,3000.0,35385560.0,Ryan Guzman,The Boy Next Door ,27198.0,4807.0,Adam Hicks,1.0,adultery|argument|older woman younger man relationship|oral sex|sex scene,131.0,USA,R,4000000.0,2015.0,465.0,4.6,8000.0,31385560.0,784.639
3899,Carol Reed,20.0,105.0,82.0,69.0,Katy Jurado,746.0,0.0,Gina Lollobrigida,Trapeze ,3102.0,986.0,Sidney James,0.0,acrobat|circus|cripple|trapeze|trapeze artist,35.0,USA,R,4000000.0,1956.0,119.0,6.8,283.0,-4000000.0,-100.0
3901,Lisa Cholodenko,323.0,106.0,450.0,712.0,Mia Wasikowska,14000.0,20803237.0,Josh Hutcherson,The Kids Are All Right ,110616.0,18645.0,Yaya DaCosta,1.0,biological father|college|motorcycle|sperm|sperm donor,291.0,USA,R,3500000.0,2010.0,3000.0,7.1,16000.0,17303237.0,494.3782
3902,John Carpenter,172.0,93.0,0.0,133.0,Peter Jason,355.0,13008928.0,Meg Foster,They Live ,73501.0,837.0,George 'Buck' Flower,0.0,alien|brainwashing|construction worker|sunglasses|teleportation,333.0,USA,R,4000000.0,1988.0,151.0,7.3,27000.0,9008928.0,225.2232
3903,John Sturges,111.0,172.0,120.0,145.0,Donald Pleasence,773.0,0.0,James Coburn,The Great Escape ,165638.0,1785.0,Gordon Jackson,0.0,digging|escape|escape attempt|prisoner|tunnel,301.0,USA,R,4000000.0,1963.0,742.0,8.3,8000.0,-4000000.0,-100.0
3904,William Arntz,74.0,109.0,0.0,428.0,Elaine Hendrix,847.0,10941801.0,Marlee Matlin,What the #$*! Do We (K)now!? ,12059.0,2649.0,Armin Shimerman,0.0,consciousness|photographer|radical|science|scientist,486.0,USA,R,0.0,2004.0,670.0,5.4,2000.0,10941801.0,inf
3905,Ed Gass-Donnelly,161.0,93.0,8.0,400.0,Spencer Treat Clark,45000.0,15152879.0,Muse Watson,The Last Exorcism Part II ,13506.0,46868.0,Ashley Bell,0.0,car fire|evil|hospital|hotel|prophecy,68.0,Others,PG-13,5000000.0,2013.0,541.0,4.0,0.0,10152879.0,203.05757999999997
3906,Richard Linklater,548.0,165.0,0.0,127.0,Lorelei Linklater,230.0,25359200.0,Ellar Coltrane,Boyhood ,266020.0,673.0,Libby Villari,0.0,12 year time span|coming of age|domestic abuse|growing up|separated parents,836.0,USA,R,4000000.0,2014.0,193.0,8.0,92000.0,21359200.0,533.98
3907,Woody Allen,177.0,96.0,11000.0,405.0,Kevin McNally,19000.0,10515579.0,Scarlett Johansson,Scoop ,66840.0,20132.0,Geoff Bell,0.0,english garden|fake drowning|fake parent|musical instrument|poker the card game,248.0,UK,PG-13,4000000.0,2006.0,427.0,6.7,0.0,6515579.0,162.889475
3908,Tim Burton,230.0,119.0,13000.0,567.0,Estella Warren,1000.0,180011740.0,Cary-Hiroyuki Tagawa,Planet of the Apes ,177729.0,2776.0,Erick Avari,0.0,astronaut|cage|planet|wilhelm scream|year 2029,1368.0,USA,PG-13,100000000.0,2001.0,658.0,5.7,0.0,80011740.0,80.01174
3909,DJ Pooh,27.0,93.0,69.0,69.0,Dr. Dre,522.0,10097096.0,Angell Conwell,The Wash ,5612.0,955.0,DJ Pooh,2.0,african american stereotype|car wash|rent|roommate|threatening telephone call,38.0,USA,R,4000000.0,2001.0,231.0,4.6,842.0,6097096.0,152.42739999999998
3910,DJ Pooh,22.0,82.0,69.0,585.0,Mike Epps,939.0,9821335.0,Mo'Nique,3 Strikes ,1415.0,3354.0,Faizon Love,1.0,adult diaper|diaper|digit in title|dream|sawed off shotgun,10.0,USA,R,6000000.0,2000.0,706.0,4.0,118.0,3821335.0,63.688916666666664
3911,Wayne Kramer,157.0,101.0,47.0,407.0,Paul Sorvino,658.0,8243880.0,Estella Warren,The Cooler ,28714.0,3086.0,Shawn Hatosy,1.0,female pubic hair|girl in panties|leg spreading|public nudity|sex in bed,215.0,USA,R,3200000.0,2003.0,636.0,7.0,762.0,5043880.0,157.62125
3912,John Huston,70.0,120.0,1000.0,268.0,Kevin McCarthy,862.0,0.0,Montgomery Clift,The Misfits ,12981.0,1652.0,Thelma Ritter,2.0,cowboy|divorce|horse|sexy|wild horse,121.0,USA,R,4000000.0,1961.0,403.0,7.4,0.0,-4000000.0,-100.0
3913,Patrick Stettner,125.0,81.0,5.0,710.0,Joe Morton,49000.0,7825820.0,Robin Williams,The Night Listener ,13086.0,50831.0,Rory Culkin,0.0,boy|radio show|social worker|telephone|wisconsin,156.0,USA,R,4000000.0,2006.0,780.0,5.9,576.0,3825820.0,95.6455
3914,James Melkonian,10.0,82.0,7.0,27.0,William Hickey,584.0,7557877.0,Vincent Pastore,The Jerky Boys ,2129.0,1002.0,Peter Appel,0.0,critically bashed|mafia|police|telephone|unemployment,37.0,USA,R,0.0,1995.0,246.0,4.6,138.0,7557877.0,inf
3916,J.A. Bayona,300.0,105.0,171.0,143.0,Belén Rueda,382.0,7159147.0,Geraldine Chaplin,The Orphanage ,120189.0,954.0,Fernando Cayo,0.0,dead children|ghost|missing child|orphan|orphanage,308.0,Others,R,3400000.0,2007.0,273.0,7.5,11000.0,3759147.0,110.56314705882353
3917,Michael Tiddes,69.0,86.0,89.0,511.0,Essence Atkins,986.0,17314483.0,Ashley Rickards,A Haunted House 2 ,14621.0,4073.0,Gabriel Iglesias,2.0,bare breasts|parody|sexual innuendo|slip and fall|squirting orgasm,48.0,USA,R,4000000.0,2014.0,713.0,4.7,0.0,13314483.0,332.862075
3918,Roger Avary,143.0,110.0,675.0,968.0,Faye Dunaway,16000.0,6525762.0,Ian Somerhalder,The Rules of Attraction ,44339.0,19928.0,Clifton Collins Jr.,2.0,bisexual|college|drug dealer|drugs|student,425.0,USA,R,4000000.0,2002.0,977.0,6.7,0.0,2525762.0,63.14404999999999
3919,Alfred Hitchcock,50.0,127.0,13000.0,148.0,John Vernon,204.0,0.0,Roscoe Lee Browne,Topaz ,12677.0,753.0,Philippe Noiret,0.0,1960s|agent|cuba|intelligence|spy,89.0,USA,PG,4000000.0,1969.0,187.0,6.3,414.0,-4000000.0,-100.0
3920,Bob Odenkirk,46.0,90.0,0.0,242.0,Chi McBride,812.0,4613815.0,Dylan Baker,Let's Go to Prison ,19622.0,1566.0,Amy Hill,0.0,illinois|judge|male full back nudity|revenge|wine tasting,58.0,USA,R,0.0,2006.0,466.0,6.0,931.0,4613815.0,inf
3921,Allison Anders,51.0,110.0,99.0,960.0,Alicia Witt,4000.0,4301331.0,Salma Hayek,Four Rooms ,78241.0,7921.0,Lili Taylor,6.0,bellhop|coven|gangster|hotel|new year's eve,177.0,USA,R,4000000.0,1995.0,975.0,6.7,0.0,301331.0,7.533275000000001
3922,Steven Shainberg,163.0,104.0,30.0,296.0,Stephen McHattie,769.0,4046737.0,Jeremy Davies,Secretary ,67949.0,2251.0,Lesley Ann Warren,1.0,bdsm|employer employee relationship|hospital|mental hospital|secretary,390.0,USA,R,4000000.0,2002.0,413.0,7.1,15000.0,46737.0,1.168425
3923,Rick de Oliveira,52.0,96.0,2.0,0.0,Alan Taylor,960.0,3713002.0,Laura Ramsey,The Real Cancun ,3611.0,972.0,Benjamin Fletcher,1.0,cancun mexico|mexico|spring break|vacation|wisconsin,62.0,USA,R,8000000.0,2003.0,12.0,2.7,131.0,-4286998.0,-53.587475
3924,Oliver Stone,40.0,110.0,0.0,237.0,Zach Grenier,721.0,3468572.0,Michael Wincott,Talk Radio ,10073.0,1966.0,Bill Johnson,0.0,listener|neo nazi|radio|radio station|radio talk show,78.0,USA,R,4000000.0,1988.0,246.0,7.3,816.0,-531428.0,-13.2857
3925,Christopher Guest,50.0,84.0,378.0,611.0,Fred Willard,925.0,2892582.0,Catherine O'Hara,Waiting for Guffman ,22697.0,3559.0,Larry Miller,0.0,amateur theater|dentist|missouri|small town|travel agent,202.0,USA,R,4000000.0,1996.0,729.0,7.6,0.0,-1107418.0,-27.68545
3926,Jeff Franklin,45.0,94.0,24.0,545.0,Tyra Banks,834.0,2800000.0,Ivana Milicevic,Love Stinks ,4377.0,2662.0,Bridgette Wilson-Sampras,3.0,black comedy|marriage|marriage proposal|not taking no for an answer|obsessive woman,85.0,USA,R,4000000.0,1999.0,625.0,5.8,309.0,-1200000.0,-30.0
3927,John Dahl,121.0,93.0,131.0,90.0,Aaron Hughes,497.0,2426851.0,Philip Baker Hall,You Kill Me ,16224.0,776.0,Jayne Eastwood,1.0,alcoholic|buffalo new york|claim in title|embalming|mortuary,76.0,USA,R,4000000.0,2007.0,113.0,6.5,830.0,-1573149.0,-39.328725
3928,Mike Mills,114.0,96.0,101.0,71.0,Lou Taylor Pucci,730.0,1325073.0,Kelli Garner,Thumbsucker ,18762.0,1208.0,Nancy O'Dell,0.0,attention deficit disorder|debate|drugs|psychologist|school,91.0,USA,R,4000000.0,2005.0,394.0,6.6,708.0,-2674927.0,-66.87317499999999
3929,Kevin Smith,270.0,88.0,0.0,939.0,Michael Angarano,1000.0,0.0,Anna Gunn,Red State ,53342.0,4777.0,Stephen Root,0.0,atf agent|ball gag|cult leader|pastor|pretending to be dead,287.0,USA,R,4000000.0,2011.0,947.0,6.2,16000.0,-4000000.0,-100.0
3930,Dave McKean,116.0,101.0,21.0,161.0,Gina McKee,420.0,864959.0,Stephanie Leonidas,Mirrormask ,20275.0,1215.0,Rob Brydon,0.0,circus|dark fantasy|dream|dream world|fantasy world,151.0,UK,PG,4000000.0,2005.0,291.0,6.9,0.0,-3135041.0,-78.376025
3931,Ron Fricke,115.0,102.0,330.0,0.0,Balinese Tari Legong Dancers,48.0,2601847.0,Collin Alfredo St. Dic,Samsara ,22457.0,48.0,Puti Sri Candra Dewi,0.0,hall of mirrors|mont saint michel france|palace of versailles|turkey the country|yellowstone national park,69.0,USA,PG-13,4000000.0,2011.0,0.0,8.5,26000.0,-1398153.0,-34.953825
3932,Ruggero Deodato,15.0,87.0,101.0,324.0,Eva LaRue,721.0,800000.0,Michael Berryman,The Barbarians ,2308.0,1700.0,Richard Lynch,0.0,bare breasts|comic relief|dragon|gladiator|harem,35.0,USA,R,4000000.0,1987.0,576.0,4.8,550.0,-3200000.0,-80.0
3933,Gavin Wiesen,122.0,83.0,19.0,322.0,Blair Underwood,947.0,1429260.0,Michael Angarano,The Art of Getting By ,45293.0,2353.0,Rita Wilson,1.0,art teacher|artist|high school|homework|principal,71.0,USA,PG-13,0.0,2011.0,685.0,6.6,0.0,1429260.0,inf
3934,Mora Stephens,35.0,103.0,5.0,842.0,Alexandra Breckenridge,1000.0,0.0,Ray Winstone,Zipper ,4091.0,3408.0,Elena Satine,0.0,escort|f word|no opening credits|one word title|prosecutor,20.0,USA,R,4500000.0,2015.0,1000.0,5.7,987.0,-4500000.0,-100.0
3935,Mars Callahan,41.0,99.0,60.0,444.0,Ricky Schroder,979.0,562059.0,Chazz Palminteri,Poolhall Junkies ,8535.0,3130.0,Ernie Reyes Jr.,4.0,beating|hustler|jail|money|revenge,113.0,USA,R,4000000.0,2002.0,665.0,7.0,872.0,-3437941.0,-85.948525
3936,Mike Figgis,31.0,106.0,81.0,687.0,Saffron Burrows,2000.0,399793.0,Kelly Macdonald,The Loss of Sexual Innocence ,2877.0,4343.0,Julian Sands,0.0,1950s|italian|murder|tunisia|vomiting,70.0,USA,R,4000000.0,1999.0,811.0,5.4,111.0,-3600207.0,-90.00517500000001
3937,Leos Carax,332.0,115.0,227.0,226.0,Leos Carax,690.0,0.0,Kylie Minogue,Holy Motors ,29440.0,1298.0,Denis Lavant,0.0,boudoir|death|insanity|male full frontal nudity|penis,110.0,Others,R,0.0,2012.0,227.0,7.1,12000.0,0.0,0.0
3938,David Gordon Green,232.0,117.0,234.0,221.0,Tye Sheridan,12000.0,371897.0,Nicolas Cage,Joe ,36494.0,13607.0,Ronnie Gene Blevins,2.0,alcoholic|cigarette smoking|father son relationship|teenage boy|woods,118.0,USA,R,4000000.0,2013.0,1000.0,6.9,11000.0,-3628103.0,-90.702575
3939,Stefan Schwartz,43.0,99.0,13.0,159.0,Dan Futterman,419.0,302204.0,Peter McNamara,Shooting Fish ,6705.0,975.0,Ralph Ineson,3.0,con artist|money|orphan|scam|secretary,53.0,UK,PG,3000000.0,1997.0,254.0,6.6,167.0,-2697796.0,-89.92653333333334
3940,Renny Harlin,68.0,102.0,212.0,195.0,Lane Smith,10000.0,354704.0,Viggo Mortensen,Prison ,2705.0,11083.0,Hal Landon Jr.,0.0,electric chair|haunting|prison|prisoner|revenge,38.0,USA,R,1300000.0,1987.0,633.0,5.9,314.0,-945296.0,-72.71507692307692
3941,Robert Lee King,51.0,85.0,0.0,209.0,Kathleen Robertson,945.0,265107.0,Lauren Ambrose,Psycho Beach Party ,4617.0,2282.0,Beth Broderick,1.0,cliche|exchange student|slasher|spoof|surfing,93.0,Others,R,1500000.0,2000.0,774.0,6.3,614.0,-1234893.0,-82.3262
3942,Kevin Allen,33.0,86.0,8.0,428.0,Frances Fisher,759.0,185577.0,Craig Ferguson,The Big Tease ,2133.0,2805.0,Mary McCormack,1.0,competition|fake documentary|hairdresser|nudity|reference to liberace,31.0,UK,R,4000000.0,1999.0,638.0,6.3,182.0,-3814423.0,-95.360575
3944,David Schwimmer,109.0,106.0,0.0,67.0,Jordan Trovillion,617.0,58214.0,Noah Emmerich,Trust ,34224.0,916.0,Zoe Levin,0.0,counselor|fbi|revenge motive|school|teenage girl,137.0,USA,R,9500000.0,2010.0,163.0,7.0,10000.0,-9441786.0,-99.38722105263157
3945,Barry Levinson,34.0,103.0,272.0,70.0,Brían F. O'Byrne,736.0,75078.0,Anna Friel,An Everlasting Piece ,1398.0,1403.0,Pauline McLynn,4.0,alopecia|belfast northern ireland|ireland|irish republican army|scalper,26.0,USA,R,14000000.0,2000.0,450.0,6.3,132.0,-13924922.0,-99.46372857142856
3946,Sam Miller,31.0,93.0,12.0,15.0,Alan Williams,578.0,64359.0,Rachel Griffiths,Among Giants ,811.0,643.0,Rob Jarvis,1.0,australian|female armpit hair|friend|sheffield|yorkshire,26.0,UK,R,2500000.0,1998.0,29.0,5.9,108.0,-2435641.0,-97.42564
3947,Anne Fontaine,141.0,112.0,105.0,748.0,Naomi Watts,18000.0,317125.0,Robin Wright,Adore ,23334.0,25269.0,Ben Mendelsohn,0.0,beach|friend|friendship|happiness|neighbor,87.0,Others,R,16000000.0,2013.0,6000.0,6.2,0.0,-15682875.0,-98.01796875
3948,Dan Ireland,19.0,100.0,137.0,476.0,Danny Arroyo,4000.0,0.0,Salma Hayek,The Velocity of Gary ,1555.0,5796.0,Olivia d'Abo,0.0,dying|hospital|parenthesis in title|punctuation in title|tears,40.0,USA,R,4000000.0,1998.0,575.0,5.0,98.0,-4000000.0,-100.0
3949,Fernando León de Aranoa,64.0,113.0,58.0,9.0,Enrique Villén,331.0,146402.0,Luis Tosar,Mondays in the Sun ,9913.0,387.0,Aida Folch,1.0,australia|bar|shipyard|siamese twins|tuna,38.0,Others,R,4000000.0,2002.0,27.0,7.7,0.0,-3853598.0,-96.33995
3950,Jim Mickle,215.0,98.0,53.0,65.0,Michael Cerveris,530.0,18469.0,Connor Paolo,Stake Land ,34263.0,1038.0,Nick Damici,1.0,canada|post apocalypse|road movie|vampire|vampire hunter,141.0,USA,R,650000.0,2010.0,238.0,6.5,0.0,-631531.0,-97.15861538461539
3952,Stephen Kay,12.0,92.0,19.0,599.0,Marg Helgenberger,18000.0,12836.0,Keanu Reeves,The Last Time I Committed Suicide ,1686.0,20135.0,Gretchen Mol,1.0,1940s|female bare foot|picket fence|tire|vomiting,28.0,USA,R,4000000.0,1997.0,759.0,5.8,161.0,-3987164.0,-99.6791
3953,Karim Aïnouz,70.0,106.0,19.0,9.0,Clemens Schick,585.0,20262.0,Wagner Moura,Futuro Beach ,1738.0,629.0,Jesuíta Barbosa,2.0,gay|male frontal nudity|male nudity|male rear nudity|nudity,10.0,Others,R,4000000.0,2014.0,29.0,6.1,278.0,-3979738.0,-99.49345000000001
3954,Sam Levinson,46.0,119.0,8.0,2000.0,Ezra Miller,3000.0,0.0,George Kennedy,Another Happy Day ,3297.0,10984.0,Demi Moore,4.0,countryside|marriage|maryland|usa|wedding,42.0,USA,R,4000000.0,2011.0,3000.0,6.0,798.0,-4000000.0,-100.0
3955,Julian Gilbey,135.0,99.0,7.0,641.0,Eamonn Walker,762.0,0.0,Ed Speleers,A Lonely Place to Die ,22220.0,2631.0,Sean Harris,1.0,kidnapper|mountaineering|scotland|scottish highlands|sniper,97.0,UK,R,4000000.0,2011.0,706.0,6.3,0.0,-4000000.0,-100.0
3956,Vincenzo Natali,38.0,90.0,165.0,150.0,Angelo Tsarouchas,686.0,0.0,David Hewlett,Nothing ,5137.0,1298.0,Marie-Josée Croze,0.0,imagination|one word title|part animation|surrealism|virtual reality,50.0,Others,R,0.0,2003.0,246.0,6.3,688.0,0.0,0.0
3957,Aleksandr Veledinskiy,8.0,120.0,0.0,22.0,Elena Lyadova,114.0,0.0,Konstantin Khabenskiy,The Geographer Drank His Globe Away ,2488.0,183.0,Eugenia Khirivskaya,0.0,rafting|russia|school|student|teacher,3.0,Others,R,4000000.0,2013.0,45.0,7.5,282.0,-4000000.0,-100.0
3958,Peter H. Hunt,34.0,168.0,0.0,69.0,Ken Howard,713.0,0.0,Blythe Danner,1776 ,6303.0,1541.0,Howard Caine,0.0,continental congress|debate|declaration of independence|massachusetts|pennsylvania,129.0,USA,PG,4000000.0,1972.0,649.0,7.6,0.0,-4000000.0,-100.0
3960,Howard Hughes,35.0,96.0,177.0,4.0,Marian Marsh,431.0,0.0,Jean Harlow,Hell's Angels ,3753.0,457.0,James Hall,1.0,bomb|bombing mission|munitions|oxford|royal flying corps,53.0,USA,R,3950000.0,1930.0,12.0,7.8,279.0,-3950000.0,-100.0
3961,Edward Burns,6.0,103.0,0.0,183.0,Rosemarie DeWitt,650.0,0.0,Debra Messing,Purple Violets ,2727.0,1585.0,Peter Jacobson,5.0,directed by star|written and directed by cast member,19.0,USA,R,4000000.0,2007.0,536.0,6.6,296.0,-4000000.0,-100.0
3962,Phil Joanou,39.0,93.0,21.0,359.0,Shannon Woodward,763.0,0.0,Lily Rabe,The Veil ,4146.0,2651.0,Kira McLean,2.0,documentary crew|mass suicide|survivor|tied feet|tied up while barefoot,29.0,USA,R,4000000.0,2016.0,637.0,4.7,0.0,-4000000.0,-100.0
3963,Sean Byrne,182.0,84.0,18.0,35.0,Jessica McNamee,399.0,0.0,Robin McLeavy,The Loved Ones ,27781.0,644.0,Victoria Thaine,1.0,escape|high school|high school prom|prom|prom king,104.0,Others,R,0.0,2009.0,129.0,6.7,0.0,0.0,0.0
3964,Chris Stokes,14.0,81.0,548.0,104.0,Rachel Sterling,166.0,0.0,Kristen Quintrall,No Vacancy ,1561.0,609.0,Black Thomas,0.0,motel|psychopath|psychopathic killer|road trip|vomiting,21.0,USA,R,4000000.0,2012.0,134.0,4.2,531.0,-4000000.0,-100.0
3966,Bruce Macdonald,3.0,94.0,103.0,111.0,Cheryl Ladd,544.0,0.0,Rachel Hendrix,The Perfect Wave ,724.0,1150.0,Diana Vickers,1.0,boyfriend girlfriend relationship|friend|praying|surfing|wave,15.0,Others,PG,4000000.0,2014.0,476.0,4.7,365.0,-4000000.0,-100.0
3967,Timur Bekmambetov,1.0,141.0,335.0,635.0,Ayelet Zurer,11000.0,0.0,Morgan Freeman,Ben-Hur ,67.0,13391.0,Moises Arias,2.0,chariot race|epic|false accusation|jerusalem|slave,1.0,USA,PG-13,100000000.0,2016.0,744.0,6.0,0.0,-100000000.0,-100.0
3968,Fred Zinnemann,62.0,120.0,160.0,94.0,Susannah York,559.0,0.0,Robert Shaw,A Man for All Seasons ,23713.0,1238.0,Paul Scofield,0.0,catholic|chancellor|divorce|king henry viii|thomas more,167.0,UK,R,2000000.0,1966.0,269.0,7.9,2000.0,-2000000.0,-100.0
3969,Sidney Lumet,161.0,121.0,0.0,682.0,Faye Dunaway,3000.0,0.0,Robert Duvall,Network ,103493.0,5987.0,William Holden,0.0,media|monologue|television|television network|television news,317.0,USA,R,3800000.0,1976.0,977.0,8.1,17000.0,-3800000.0,-100.0
